Node,Degree
transform_parameter,2
leasta_third_dimension,2
non-transitory_memory_device,2
more_voice_command,2
space_allocation,2
terahertz_frequency_carrier,2
nodes_operate,2
contrabandwithin,2
novel_solution,2
manual_release,2
user_rule,2
specific_mobile_platform,2
measuresthe_temperature,2
drone_change_position,2
signal_part,2
first_outputtransition_circuitry,2
insecticide_applicator,2
available_capacity,2
distraction,2
thecooler,2
animage-processing_unit,2
flight_regionis,2
purchase_product,2
thrust_magnitude,2
remote_on-shore,2
reliable_fiber-optic_connection,2
GNSS_correctionsignals,2
prohibitive,2
efficient_usage,2
GPROS_service,2
theUA,2
overall_height,2
separate_electric_motor,2
unique_demand_andopportunities,2
entire_structure_exterior,2
phone_usage,2
specific_distance,2
methodsmay,2
vehicle_task,2
areato,2
emergent_plant_density,2
secure_command,2
actual_sensor_signal,2
first_partition,2
plurality_ofpropellers,2
quick_system,2
three-dimensional_path_identical,2
time-delay_functionality,2
policyaction,2
sideframes,2
toinvert_complementary_voltage_level,2
modified_path,2
encoders,2
flash_lightsand_contact_emergency_personnel,2
limited_time,2
effective_forconsumer_use,2
GHz_RC_transmitter,2
thatuses,2
thechances,2
non-Patent_Document,2
sight_information,2
other_disposable_item,2
rest_locationthereof,2
virtual_sceneryis,2
external_evidence_repository_comprises,2
withrelative_humidity_level,2
down-converted_communication_signal,2
suitable_image,2
current_price,2
swarm_sphere_radius,2
fuel_mass,2
evaluated_relationship,2
accuracy_information,2
distalend,2
invention_control_system,2
large_gap,2
D2D_communication,2
relay_control_switch,2
doorlines,2
production_quality,2
limited_protection,2
MHz_band,2
spectral_density_restriction,2
infrared_andor_UV,2
theremote_piloting,2
such_active_release_mechanism,2
adaptive_fixture,2
thirdcontroller,2
transportable_UAV,2
pitch_control_surface,2
casesthe_geographic_information,2
bringingtogether,2
unstable_andor_require_re-building,2
image_enhancement_technique,2
lowermost_surface,2
civilian_purpose,2
air_traffic_control_authority,2
hashedmessages,2
show_designer,2
shadow_elimination,2
malfunction_state,2
tex,2
optical-concentrating_element,2
composite_material,2
smoothed,2
other_disturbance,2
tilt_androtation,2
efficient_spectral_filtering,2
recent_application,2
suitable_memory_device,2
rotortransmission_power_input_shaft,2
informing,2
more_attribute_andcharacteristics,2
drone_comprises,2
mechanismto,2
align_adjacent_child_module,2
unique_need,2
several_purpose,2
European_Conference,2
ground_broadband_access,2
typical_LiPo_battery_consumes,2
reference_transmitter_location,2
fast_steering_mirror,2
leastone_point,2
business_owner_policy,2
multi-rotor_frame,2
andor_hand_movement,2
moreefficient_operation,2
counterthe,2
relative_position_thereto,2
mean_color,2
other_inspection,2
horizontal_production,2
single_IGBT_powermodule,2
accurate_targeting,2
circular_trajectory,2
weight_bearing_fuselage,2
objectin,2
long-span_bridge,2
desired_temperature,2
GPSADS-B_equipment,2
undocked_child_module,2
synthesizesignals,2
multiple_different_substance,2
ISI,2
certain_flood-related_data_message,2
home_base_location,2
wirelessreceiver,2
predetermined_target_point,2
buried_asset_data_point,2
GPSdenial,2
excavation_occurs,2
simultaneous_terminal_transmission,2
ATC_supervisor,2
time-consuming_process,2
host_UAV_platform,2
non-human_heavy_loss,2
chargingstation,2
populartraining_aid,2
defined_geographical_area,2
targeted_delivery_time,2
IFF_response,2
similar_driving_route,2
pusher-prop,2
site_cloud,2
aerial_vehicle_tank,2
image_recognition_software,2
GPS_denial,2
phrase_incommunications,2
specified_order,2
anda_third_fiber,2
vehicleso,2
aportion,2
vertical_impact,2
contemplated_improvement,2
strap,2
lateral_time_delay,2
hoc_mobile_network,2
waste_collection_location,2
substantial_part,2
more_autonomous_vehicle,2
further_advancement,2
horizontally-oriented_shaft,2
supersonic_fighter,2
spectrolab_President_David_Lillington,2
mobile_devicesin,2
manmade_structure,2
controlled_environment,2
primary_antenna,2
include-type_entry_characteristic,2
speed_event,2
jettisons,2
location_request,2
unique_transmittedsignal_sent,2
monitor_combination,2
advanced_military_drone,2
modular_umbrella_system,2
passive_eavesdropper,2
anexit_portion,2
general_aviation_aircraft,2
right_airfoil-shaped_wing,2
faster-than-real-time_testing,2
first_circuitry,2
communicationdevices,2
asset_protection_personnel,2
underwater_area_frommultiple,2
same_polarity,2
wellin,2
stereoscopic_method,2
inner_spatial_volume,2
sub-sequence,2
improved_UAVs,2
continuous_movement,2
`highway,2
several_alternative,2
more_background_substance,2
water_penetrates,2
less_power,2
specificity,2
ultra-wideband_frequency,2
ultrafine_particle,2
non-radar-equipped_airspace,2
multiple_different_processing_functionality,2
asymmetric_encryption,2
load_power_rail_andto,2
projection_imagingsystem,2
particular_matter,2
electric_power_mode,2
specific_cloud_system_dispersion,2
large_open_space,2
oilfield,2
pollutant,2
other_vehicle-based_UE_communication,2
8-bit_system,2
more_model_jet_engine_component,2
training_data_module,2
wireless_LAN_network,2
thedecrypted_vehicle_control_data,2
movable_objectthe_carrier,2
more_tasksor_activity,2
data_receiving_unit,2
multiple_metadata_value,2
loiteringmission,2
flight_control_subsystem,2
strategic_planning,2
small_container,2
inputoutput_signalingare,2
static_analysis,2
catastrophic_demise,2
automatic_carousel_battery_chargerchanger,2
asecond_direction,2
optimized_UAV_monitoring_system,2
system_server,2
synchronized_light,2
military_version,2
propeller_trust,2
remotely-controlled_vehicle,2
good_solar_energy_collection,2
waypoint_operation,2
other_heavy_equipment,2
thestate_data,2
alteredthrough,2
other_actionincluding_transfer,2
inventive_apparatus,2
preferred_location,2
earspeaker_andor,2
alphanumeric_character_corresponds,2
new_point_determinationcomponent,2
overall_adaptive_control_method,2
specific_structural_element,2
intended_direction,2
mosquito_bite,2
subsetof,2
discernible_manner,2
operational_personnel,2
hybrid_airplane,2
infinite_number,2
military_base,2
airlift,2
glass_lensfrom_impact,2
firstcontrol_member,2
PCB_shape,2
reduced_billing_rate,2
responsive_action,2
whole_integrated_circuit,2
second_biometric_authentication_input,2
thatthe_attitude,2
HPA,2
innumerable_convenience,2
intelligent_transportation,2
disagreement,2
GOOGLE,2
simple_control_system,2
computeddigest,2
such_ascelebrities,2
gravity_fall,2
georegistration,2
moving_component,2
sufficientlyfor_none,2
LEEBI_treatmentto,2
related_advantage,2
restrictedto,2
on-board_energy_storage_device,2
closed_top_side,2
purchasing_cost,2
particular_described_embodiment,2
direct_radio_broadcast,2
encryption_problem,2
alias,2
rotating_filter_wheel,2
other_complex_machine,2
ejection_launch_envelope,2
thethird_message,2
rigid_rod,2
vehicle_orientation,2
present_inventionprovide,2
certain_optimum_level,2
suction_cup,2
joystick_head,2
clutter_identification,2
green_background,2
forpurposes,2
displayed_rendering,2
rigid_non-permeable_platform,2
bythe_UAV_useless,2
well-known_landmark,2
flat_beam_splitter,2
thecamera_controller,2
UAV-based_communication_system,2
first_optical_steering_element,2
interface_property,2
anetwork_connection,2
certain_geographical_area,2
digital_video_format,2
actual_payloadcharacteristics,2
interior_side,2
sufficient_space,2
large-scale_implementation,2
distribution_scale,2
further_adoption,2
thefirst_sample_set,2
wide_anglereflector,2
first_vehiclesimulator_control_module,2
andor_cause,2
anunmanned_drone,2
symmetric_key,2
deliveringsaid,2
SaRs,2
first_driving,2
unmanned_air_ambulance,2
world_model_generator,2
approximate_position,2
complex_event,2
moth,2
arc-tan-2_function,2
first_balancetrack,2
particular_analysis,2
self-authentication,2
actuation_function,2
theintensity_fluctuation_correlation,2
sufficient_reliability,2
UAV_radar_antenna,2
differentrotor_blade_design,2
stand-off_mode,2
use_image_processing_software,2
open-side_settingthereby,2
lift_vector,2
anavigation_module,2
orother_transducer,2
NSA-certified_Type,2
subsequent_propeller_thrust,2
intermediate_intersection,2
trigger_valve,2
movable_boom_relative,2
amicro-controller,2
additional_buoyancy_control_unit,2
isheld,2
disability_claim,2
unmanned_mobile_body,2
recent_approach,2
PGP,2
multiple-access_technology,2
coil_seating_unit,2
plurality_ofconfigurations,2
unmanned_aerial_vehicleperforms,2
cell_area,2
alsothe_container,2
UAV_LOS_System_server,2
detrimental,2
providingcompensation,2
constitute_part,2
mobile_gas,2
input_andoutputs,2
reaction_analysis_result,2
specific_power_output,2
appropriate_industry,2
second_three-dimensional_representation,2
second_word,2
thisdata,2
significant_decay_exponent,2
numerous_vehicle,2
accountability,2
electromagneticresonance_scheme,2
continuous_need,2
simulation_sickness,2
aircraft-to-ground,2
anoptional_scale,2
tolike_part,2
onboard_propulsion_system,2
crenulations,2
operational_grid_model,2
theunmanned,2
foamis,2
improved_containmentsystem,2
courseof,2
key_pad_assembly,2
large_fleet,2
several_meter,2
thermal_control,2
morecommunication_node,2
laser_cost,2
multiple_mobile-communications_base_station,2
multiple_embodiment,2
widespread_commercialization,2
vehicle_movement,2
use_wing,2
computer_hardware,2
serious_increase,2
geometricrelationship,2
many_bit,2
respective_pathand_voxel_position_information,2
other_emergency,2
time_inorder,2
secondary_wingpanels,2
geofence_andor,2
significant,2
actual_physical_motion_whicha_pilot,2
inmate_communication,2
standard_type,2
more_ground_terminalbeams,2
ground-speed,2
serious_noise_concern,2
upsampled_imageto,2
geolocation_data,2
patternis,2
device_manufacturer_interest,2
OSL_system,2
same_target_scene,2
acarrier,2
wireless_latch,2
communicated_audio_file,2
increasedmanpower,2
fuel_flow,2
seamless_compositing,2
more_signal_quality_measurement,2
placesfor_wild_plant,2
pitch_angle_configuration,2
accountin_order,2
multi-stage_aerospace_vehicle,2
reference_trajectory,2
first_jump_size,2
conditionand,2
fine-grain_location_monitoring,2
acenterline,2
current_setting,2
set_ofrisks,2
stationary_terminal,2
mounted_rotating_nozzle,2
de-actuation,2
other_criterion,2
ontothe_liquid_petroleum_product,2
CSV_assembly,2
carousel_module,2
spontaneous_change,2
robot_solution,2
teammember,2
more_new_session_key,2
aerial_perspective,2
Stern,2
square_holographic_beam-steering_antenna,2
UAVGS_operator,2
byphysical_obstacle,2
respective_high_point-to-point_resolution,2
hollow_annular_duct,2
RFID_reader,2
thermal_signature_representative,2
AGVthat,2
leaf_monitoring_temperature_variation,2
smoothsurfaces,2
disclosed_phase-locked_loop,2
typicallylaunched,2
multicopter_configuration,2
more_tracking_device,2
more_spectra_comprise,2
controlcomponent,2
inductionrotor,2
insuranceclaim,2
electronic_stabilization,2
lawenforcement_officer,2
Priority_Applications,2
awarning,2
KG-84C,2
technical_limitation,2
aremote_area,2
anoutdoor_umbrella,2
entire_length,2
state_theircapabilities,2
thelocation_identifier,2
horizontal_takeoff,2
second_RF,2
unique_method,2
cutting-edge_technology,2
dissipation_assembly,2
solar_noon,2
cloudserver,2
signal_waveform_quality,2
current_safety_regulationsrequire_gas_turbine_engine,2
EricssonDigital_Unit,2
claw_mechanism,2
atwo-lead_semiconductor,2
tanker_helicopter,2
mapscan_serve,2
automation_application_framework_extension,2
real-time_video_capture,2
construction_permit,2
welcome_addition,2
IO_device,2
first_relative_position,2
single_corresponding,2
flea,2
sensor_calibration,2
single_audio_stream,2
rotary-style_internal_combustion_power-plant,2
multiple_rotary_motor,2
low_launch_force,2
illumination_change,2
patterned_light,2
thegallium,2
unique_reference_number,2
minute_trace,2
fictionalization,2
present_modular_aircraft,2
non-pyrotechnic_flash-bang_projectile,2
anti-aircraftgunnery_target_drone,2
withan_agreement_creator,2
thebottom,2
scan_action,2
optimal_sampling_point,2
cork,2
packageto,2
single_rotor_hub,2
claim_processing,2
alternative_energy_source,2
document_EP,2
remote_control_andor_data_collection_facility,2
autonomous_driving_function,2
usinga_plurality,2
identificationclassification_element,2
receivingantennae,2
personalize,2
selective_detection,2
easy_tracking,2
cansbottles,2
power_state_controlcircuitry,2
external_artificial_intelligence,2
dual_jet_exhaust,2
current_beam_direction,2
thinner,2
collaboration_system,2
UAV_flight_control_system,2
military_reconnaissance_andintelligence-gathering,2
retention_device,2
receiving_antenna,2
available_electrochemical_gas_sensor,2
corresponding_pixel_fluctuation,2
more_receive_antenna,2
ie_locate,2
initial_cycle,2
command_center_iscapable,2
onthe_set,2
portionof_power,2
aircraft_retrieval_device,2
wireless_WIFI_access_point,2
open_source,2
synchronized_image_data,2
non-state_actor,2
freeform_wave_guide_lens,2
logistics_company,2
lateral_boundary,2
associatedaircraft_state_data,2
themarked_point,2
twoimage_data,2
timeswithin,2
great_endurance_andor,2
clockwise_direction,2
same_strand,2
rotatable_shaft,2
